id,data,date,user_id,sentiment_class,Negative,Neutral,Positive
511,I dont see them often. This is important to them and Im canceling it,2021-10-24 04:26:35,8,Neutral,0.31744477,0.58120817,0.10134711
512,My partner was right to leave.,2022-01-15 16:25:49,8,Neutral,0.11924102,0.8323556,0.04840336
513,I am at a party where I only know the host. I strike up a conversation with someone but he only gives me one word answers and then walks away.,2022-01-08 14:10:58,8,Neutral,0.877449,0.11811703,0.0044340375
514,I won't be able to find a good job.,2022-02-03 20:43:08,8,Neutral,0.7283445,0.22596292,0.045692593
515,I will never achieve in school or work. I will be a failure.,2022-02-04 13:38:56,8,Neutral,0.5977955,0.3667556,0.035448875
516,Plan ahead so I would not be too busy to see them.,2022-02-22 21:13:33,8,Neutral,0.0017316468,0.012419629,0.98584867
517,The person doesn't care enough to say hi back,2022-05-22 02:50:55,8,Neutral,0.729124,0.25095806,0.019917939
518,I would be alone for a long time,2021-12-12 22:34:33,8,Neutral,0.9641657,0.031920902,0.0039133728
519,flustered,2021-10-14 17:56:30,8,Neutral,0.12108291,0.7269962,0.15192093
520,Because its not necessary to be rude like that,2022-08-02 02:37:02,8,Neutral,0.9371866,0.058247592,0.0045657926
521,i am not easily recognizable ,2022-08-18 09:00:18,8,Neutral,0.8669394,0.11937575,0.0136847785
522,I'm not a good person. ,2021-10-17 20:39:34,8,Neutral,0.33612487,0.6338211,0.030054031
523,Keep trying but also cry and eat chocolate,2021-10-25 19:51:48,8,Neutral,0.046833236,0.73573697,0.21742973
524,I would just mention if they ever have any free time just to let me know,2022-05-11 00:50:46,8,Neutral,0.7658094,0.194679,0.039511666
525,upset,2022-05-19 23:09:46,8,Neutral,0.93075776,0.0642424,0.004999886
526,stressed,2021-12-24 11:52:06,8,Neutral,0.72132415,0.26663524,0.01204061
527,Because it meant they didn't care enough to let me know about his health,2022-07-15 05:04:17,8,Neutral,0.7052193,0.2750135,0.019767163
528,I've been a bad partner.,2022-03-18 04:44:24,8,Neutral,0.05035135,0.8819026,0.067746036
529,That I have my own life and need to take care of myself,2022-06-17 09:06:09,8,Neutral,0.9223138,0.07357716,0.004109047
530,No one will ever love me.,2021-09-07 06:26:46,8,Neutral,0.04667965,0.8979586,0.055361733
531,I wonder what i did to cause this situation.,2022-07-05 12:50:47,8,Neutral,0.0068166503,0.36340725,0.6297761
532,fear,2022-06-21 22:20:45,8,Neutral,0.7187393,0.25593245,0.02532824
533,My coworker says she is too busy to hang out with me.,2022-05-27 01:57:07,8,Neutral,0.95650685,0.037458487,0.006034589
534,Why am i so stagnant?,2022-04-11 07:37:22,8,Neutral,0.17792054,0.5947319,0.2273475
535,I am tasked with writing an essay and have not been able to write two sentences.,2022-04-20 17:09:30,8,Neutral,0.9593381,0.037231576,0.0034303227
536,Brainstorm and create an outline,2022-06-15 03:11:21,8,Neutral,0.743616,0.22461607,0.03176799
537,"I have work I need to do, but I am not doing it.",2022-08-03 14:25:48,8,Neutral,0.72710365,0.24125439,0.03164196
538,i would never try to wave to him again.,2022-07-27 00:56:20,8,Neutral,0.64221823,0.32473645,0.03304535
539,I'm not desirable.,2022-03-25 13:49:59,8,Neutral,0.85426897,0.12825075,0.017480275
540,My family feels I don't want them to visit me,2021-12-29 00:44:46,8,Neutral,0.011704254,0.73247683,0.2558189
541,hurt,2022-01-11 06:35:09,8,Neutral,0.10195795,0.78463954,0.113402516
542,My family wanted to visit but I was too busy and said no. They felt hurt.,2021-09-29 12:28:50,8,Neutral,0.92675406,0.068385385,0.0048605767
543,I asked my family to delay visiting me and I hurt their feelings.,2021-09-26 12:17:29,8,Neutral,0.15479238,0.4728847,0.3723229
544,Last week I talked to a girl at a bar but was rejected by her,2021-10-15 15:21:44,8,Neutral,0.7395934,0.24501675,0.015389867
545,My lover left me/ended the relationship.,2022-04-18 19:38:49,8,Neutral,0.83782333,0.15075517,0.011421513
546,i got home and found a note from my spouse saying that he is packing out of our relationship,2022-03-03 09:57:55,8,Neutral,0.94238544,0.055591606,0.002022897
547,overwhelmed,2022-01-05 07:51:24,8,Neutral,0.472687,0.3831624,0.1441506
548,Rage,2021-11-20 20:34:28,8,Neutral,0.94767773,0.047831558,0.0044907383
549,Find a better time to hook up.,2022-06-15 22:23:18,8,Neutral,0.0046388344,0.4322276,0.56313354
550,I would try talking with other people at the party - be more outgoing,2021-09-07 06:39:08,8,Neutral,0.9441876,0.05190952,0.003902887
551,That I will not be successful,2021-10-10 21:16:29,8,Neutral,0.9573789,0.039250717,0.003370377
552,We aren't friends.,2021-09-07 15:28:43,8,Neutral,0.06100705,0.8164958,0.12249719
553,It would mean I am saddened by things changing. It would say about me that I am connected to the people around me and feel sad when they are gone.,2022-01-26 12:02:28,8,Neutral,0.8749848,0.11431448,0.01070067
554,I can't get things done even if I want to.,2022-01-05 16:24:46,8,Neutral,0.22348674,0.63624984,0.14026344
555,I won't have any new friends or partners.,2022-04-19 18:01:33,8,Neutral,0.9342846,0.06212954,0.0035858173
556,I waved at an acquaintance I liked on the street and he did not wave back.,2022-04-26 20:53:36,8,Neutral,0.6607678,0.31738245,0.021849781
557,Nothing.,2022-07-01 20:40:58,8,Neutral,0.20307295,0.73461306,0.062314056
558,She must not like me,2021-10-22 08:46:45,8,Neutral,0.94580925,0.049035445,0.0051553464
559,It means I like them more than they like me. ,2022-05-30 10:48:16,8,Neutral,0.19462873,0.5959359,0.20943542
560,"No, I saw this coming and have been wanting to leave myself for a while. I wasn't sure how so this is helpful. ",2022-02-17 12:20:55,8,Neutral,0.76853377,0.21892893,0.012537344
561,I could die alone,2021-10-18 15:03:00,8,Neutral,0.004092978,0.08015495,0.9157521
562,distraught,2022-07-23 21:39:37,8,Neutral,0.8203793,0.16442364,0.015197012
563,I am not interesting or worthy of social interaction.,2022-01-28 16:11:57,8,Neutral,0.15468417,0.355379,0.48993686
564,Leave,2022-01-19 23:29:31,8,Neutral,0.710846,0.25522444,0.0339295
565,"nothing, just mope about it",2022-06-30 19:54:22,8,Neutral,0.36857218,0.5681312,0.063296646
566,It would mean that I take criticism of my parenting skills personally ,2022-08-04 19:45:14,8,Neutral,0.5776596,0.38484,0.03750043
567,She doesn't like me else she would have signaled an alternative.,2022-06-03 10:38:43,8,Neutral,0.9352232,0.059662055,0.005114691
568,My spouse decides that she can no longer tolerate this situation and decides that she wants a divorce.,2022-04-11 18:14:15,8,Neutral,0.9207766,0.075982384,0.0032410112
569,I am unable to convince people,2022-06-17 06:11:25,8,Neutral,0.28055453,0.6528892,0.06655631
570,It would mean that I may come across rude without being aware of it.,2022-05-14 22:37:44,8,Neutral,0.7498069,0.238141,0.0120521085
571,I would try to stay positive and keep applying to different jobs.,2022-08-04 10:13:51,8,Neutral,0.93943,0.053489268,0.0070807417
572,It would mean I upset people,2021-10-25 09:01:33,8,Neutral,0.86204207,0.12436058,0.013597348
573,There may be no one that actually likes me.,2021-12-08 18:42:48,8,Neutral,0.7544819,0.22540775,0.020110374
574,try to convince them of my love and reschedule visit as soon as possible,2021-10-20 09:22:17,8,Neutral,0.8533228,0.13849112,0.008186018
575,anger,2021-10-12 08:38:58,8,Neutral,0.15865572,0.7055734,0.1357709
576,I am failing at my goal.,2021-10-04 03:11:18,8,Neutral,0.8880786,0.10104362,0.010877874
577,"It makes me angry, but I'll keep going",2022-03-02 07:18:33,8,Neutral,0.9247749,0.06980809,0.0054170117
578,FEW MONTHS BEFORE WHEN I WAS WENT TO SAW THEM THEY TREAT ME VERY BAD SO I THOUGHT WON'T SAW THEM EVER,2021-09-14 17:47:38,8,Neutral,0.7947567,0.19753513,0.007708102
579,I am not good enough,2022-07-03 22:45:05,8,Neutral,0.17252378,0.6832322,0.14424396
580,I'm not smart enough to succeed at mturk,2021-12-26 23:26:48,8,Neutral,0.96358967,0.03234038,0.004069956
581,I am stupid.,2022-04-23 13:03:04,8,Neutral,0.95906043,0.03798475,0.0029548518
582,I will be overweight forever,2022-03-26 11:09:56,8,Neutral,0.48268068,0.48300186,0.034317505
583,I would be thinking I can get this done because it's my job. ,2022-04-26 06:56:14,8,Neutral,0.8393241,0.14250849,0.018167468
584,I might not be able to pass the class,2021-12-03 08:03:40,8,Neutral,0.28289026,0.68891436,0.028195374
585,I worked very hard and long on the project and he messed it up to where I had to re-do it,2021-12-28 14:59:51,8,Neutral,0.41267028,0.48902,0.09830965
586,boss stops by at my coffee break and tells me work needs to get done today,2022-07-25 01:24:54,8,Neutral,0.20293519,0.7086323,0.08843254
587,i don't even want to be here but i'm trying,2021-11-17 21:14:46,8,Neutral,0.4754064,0.4963217,0.028271846
588,I'd likely end up seriously depressed knowing I failed as a partner,2022-01-04 15:25:02,8,Neutral,0.6399727,0.3158305,0.044196833
589,I am not good enough to get a job,2021-10-13 21:02:34,8,Neutral,0.9160095,0.080187224,0.0038033728
590,Look for another task and move on,2022-07-12 19:16:15,8,Neutral,0.018337352,0.70942736,0.2722353
591,"I might end up bankrupt, or homeless.",2022-05-30 06:43:26,8,Neutral,0.006098163,0.10492445,0.8889774
592,I have been applying to jobs.  This is third phone call I've made to find out the job has already been filled.,2022-08-10 21:43:49,8,Neutral,0.9115257,0.08533403,0.00314025
593,frustrated,2022-05-20 13:53:58,8,Neutral,0.022488417,0.50231844,0.47519317
594,IT WAS VERY TRUE BECAUSE I AM WHO I AM. AND I KNOW I WILL COMPLETE THE WORK BEFORE DUE DATE THAT'S WHY I FEEL AGGRESSIVE. IF NOT I KEEP CALM.,2022-04-20 00:06:48,8,Neutral,0.9631153,0.03272699,0.0041577187
595,It would mean that I need to develop myself in that direction,2022-01-09 14:43:52,8,Neutral,0.32446048,0.5688285,0.10671104
596,i will end up being poor.,2022-02-05 20:49:52,8,Neutral,0.9658545,0.03196648,0.0021790094
597,sad,2021-11-30 00:36:15,8,Neutral,0.90165114,0.09476002,0.0035888127
598,I may do poorly in the class,2022-08-20 15:48:06,8,Neutral,0.9717317,0.024634227,0.0036341392
599,It would make me feel like all of my work and effort were useless.,2021-09-28 21:11:51,8,Neutral,0.8685173,0.117690094,0.013792632
600,i am going to have to deal with this poor behavior for a long time,2021-11-24 12:24:49,8,Neutral,0.8782907,0.11684822,0.0048610833
601,I like a colleague and want to get to know her better but she's busy.,2022-03-31 19:08:31,8,Neutral,0.014550407,0.82316625,0.16228338
602,My husband was being a jerk and not listening to me.,2022-04-25 06:35:45,8,Neutral,0.0876643,0.63960266,0.27273306
603,There is something I am doing wrong.,2022-01-31 14:26:46,8,Neutral,0.9227251,0.07375217,0.0035228033
604,I would look for another person to talk to. ,2022-03-05 05:31:32,8,Neutral,0.7187393,0.25593245,0.02532824
605,I'm unlikable.,2022-07-27 20:07:58,8,Neutral,0.63178813,0.3373481,0.030863686
606,I am not going to finish the paper.,2022-02-12 19:46:14,8,Neutral,0.25502092,0.69497466,0.05000435
607,It shows I need to reevaluate how I go about my personal relationships that my spouse feels the need to break up this way.,2022-05-14 02:08:57,8,Neutral,0.743616,0.22461607,0.03176799
608,"I'd have to choose between family and my career, which would be hard, they are both important to me.",2022-07-23 00:40:11,8,Neutral,0.3026156,0.60443383,0.09295055
609,The fact that I let them down and feel like I am not good enough to be a apart of this family because I let them down.,2021-12-12 12:05:53,8,Neutral,0.6825245,0.2993726,0.01810294
610,I will be homeless forever. ,2022-02-18 19:00:28,8,Neutral,0.7688663,0.21782145,0.0133122755
611,I will miss out so much in life.,2022-01-31 23:30:37,8,Neutral,0.88145065,0.10549238,0.013057007
612,A person I meet at a party where I don't know many people only gives me one word answers and isn't interested in talking to me. ,2022-03-23 06:38:02,8,Neutral,0.86975753,0.12378841,0.0064540277
613,Go home and start looking for a new job.,2021-09-23 13:48:36,8,Neutral,0.6505647,0.3344046,0.0150307
614,I can't keep myself well,2022-08-24 21:01:39,8,Neutral,0.85132056,0.14157274,0.007106723
615,i wasnt good enough,2022-08-15 07:48:36,8,Neutral,0.6896298,0.27641922,0.033950925
616,I could not have rent money and lose my house.,2022-08-10 03:07:00,8,Neutral,0.8609256,0.13330147,0.005772803
617,panicked,2022-02-11 00:25:08,8,Neutral,0.8018146,0.17951652,0.018668834
618,"I come home to fins my boyfriend's belongings gone with a note on the table that says, he's leaving me because he doesn't think things will ever work out between us. ",2021-09-20 02:01:45,8,Neutral,0.9304037,0.065490514,0.0041057616
619,nervousness,2022-08-22 13:39:31,8,Neutral,0.92455006,0.07122954,0.004220507
620,annoyed,2022-05-04 17:07:06,8,Neutral,0.9196698,0.07172761,0.008602615
621,I called my friend three times this past week but she hasn't answered or called/messaged me back yet. ,2022-01-20 16:06:18,8,Neutral,0.88948935,0.10192066,0.008589934
622,I am alone,2022-08-25 04:22:09,8,Neutral,0.831637,0.16099678,0.0073662233
623,I'd tell him that I'm more then capable of handling both without assistance.,2022-02-22 14:04:24,8,Neutral,0.30929214,0.6118611,0.07884678
624,I would try again later.,2022-01-19 09:27:54,8,Neutral,0.92563784,0.07099256,0.003369583
625,Because I hold myself to a high standard. ,2022-08-21 21:01:41,8,Neutral,0.7292161,0.2506985,0.020085376
626,I will lose my home,2022-04-04 10:08:54,8,Neutral,0.70229816,0.2819429,0.015758922
627,I would just keep walking and probably feel bad about myself for a bit,2021-09-04 09:55:05,8,Neutral,0.77359766,0.20160803,0.02479438
628,I recently discovered a music artist that I very much enjoy. When I showed it to a close friend they had a very negative reaction and asked me how I could enjoy this type of music. I ended up getting quite angry with them and told them they had bad taste in music. ,2022-04-07 02:06:09,8,Neutral,0.67296255,0.30866745,0.01837001
629,I don't know why people don't want to speak to me,2022-04-29 22:49:09,8,Neutral,0.9021128,0.08654286,0.011344321
630,He doesn't think I am interesting.,2021-09-19 17:08:31,8,Neutral,0.0037196686,0.20783266,0.7884477
631,I can't lose the weight I want.,2022-03-17 05:45:56,8,Neutral,0.82246673,0.1638885,0.013644788
632,Get over it and move on,2022-03-02 21:23:42,8,Neutral,0.7306912,0.25465477,0.01465403
633,I FEEL NEGLECTED AND FEEL VERY COMPLEX. IT REVEALS ABOUT MY APPROACH TOWARDS PEOPLE. ,2021-11-02 06:36:38,8,Neutral,0.90422904,0.0909939,0.0047770003
634,stress,2022-04-12 13:56:50,8,Neutral,0.24300818,0.7224353,0.034556575
635,I would be worried and scared that I won't be able to find a job soon. I have bills I need to pay.,2022-03-19 05:21:05,8,Neutral,0.20525296,0.53193235,0.26281467
636,Demand that my sister do her fair share ,2021-10-13 22:18:51,8,Neutral,0.87105936,0.11614265,0.012797931
637,The host isn't interested in talking to me.,2022-05-09 09:09:08,8,Neutral,0.46159568,0.409026,0.12937824
638,I was fired for not meeting my sales quota.,2022-07-09 21:16:09,8,Neutral,0.42718583,0.49333382,0.0794803
639,Because she was not in any relationship as at when i ask her out. I could not see any reason that will make her reject me as a guy if not that she looked down on me.,2022-06-13 16:39:53,8,Neutral,0.3641376,0.56952477,0.06633767
640,i'm taking a break at work when my boss stops by to remind me of some work that needs to be finished today.,2022-03-13 17:02:47,8,Neutral,0.018078083,0.33880162,0.6431203
641,The positions are based on merit or qualification higher than mine,2022-06-10 04:58:24,8,Neutral,0.8688954,0.11917509,0.01192959
642,"The letter isn't wrong, we haven't been working out.",2021-12-13 23:46:08,8,Neutral,0.94782066,0.04783307,0.004346277
643,"I got a job as a car salesman to pay the bills. I never worked as a salesman so the commission style of pay was very enticing, but it turns out that it is very difficult to keep the levels necessary to have a very high profit margin.",2022-04-11 17:53:49,8,Neutral,0.7329552,0.25784796,0.009196808
644,Head back to work and be more careful about breaks,2022-03-02 11:49:21,8,Neutral,0.14133584,0.78271085,0.07595331
645,I need to tell her to stop rather than leaving.,2022-01-07 19:08:09,8,Neutral,0.9449365,0.049578555,0.005484955
646,i cant achieve plans that i make,2022-02-18 15:44:05,8,Neutral,0.040367983,0.27688354,0.68274844
647,I don't like being unnecessarily told what to do. ,2022-07-20 03:15:28,8,Neutral,0.9632179,0.034696277,0.0020857544
648,Clean the cat  box,2022-06-09 17:44:11,8,Neutral,0.80947787,0.17591053,0.014611658
649,angry,2021-11-17 16:41:29,8,Neutral,0.6399727,0.3158305,0.044196833
650,Not feeling trust or not being competent at my work would make me feel like a bad person.,2022-07-30 00:41:20,8,Neutral,0.77359766,0.20160803,0.02479438
651,That I am slacking off.,2021-10-10 03:49:57,8,Neutral,0.88362384,0.10788842,0.008487668
652,my friend would think I can't keep a promise.,2022-03-06 16:47:57,8,Neutral,0.8104929,0.18029788,0.009209224
653,Try the diet for another week.,2022-05-20 13:09:49,8,Neutral,0.1972388,0.75538826,0.04737296
654,I won't be able to support myself.,2022-04-05 20:57:24,8,Neutral,0.74504244,0.24212702,0.012830562
655,I must be doing something wrong.,2022-04-22 21:27:53,8,Neutral,0.90963465,0.08722388,0.0031415182
656,irritated,2022-02-18 13:58:14,8,Neutral,0.94047654,0.05572151,0.0038018276
657,Ask why I've been rejected to revise future applications.,2022-07-25 01:19:49,8,Neutral,0.6811707,0.29150465,0.027324554
658,I can't seem to get anywhere and they're not telling me why they chose the other person,2022-02-11 22:37:09,8,Neutral,0.031858053,0.58771306,0.38042885
659,I would miss his company,2022-03-29 17:42:53,8,Neutral,0.5556532,0.39158875,0.052758064
660,I'd cry and vent to my significant other.,2022-04-25 12:50:41,8,Neutral,0.90061593,0.09228436,0.007099763
661,I would be too scared to talk to anyone else at the party,2021-12-10 17:06:21,8,Neutral,0.7985736,0.17381062,0.02761575
662,I missed part of a big presentation that I was supposed to be leading.,2022-06-21 03:21:32,8,Neutral,0.7344579,0.2504035,0.015138671
663,I got into a political argument with my girlfriend last week.,2022-05-07 07:40:16,8,Neutral,0.5938409,0.35649619,0.0496629
664,I can't pay my bills.,2021-11-06 07:03:51,8,Neutral,0.92541957,0.069559075,0.0050213523
665,I Felt Stressed.,2021-09-06 11:16:48,8,Neutral,0.94635415,0.048899774,0.004746076
666,I am a failure.,2021-12-25 15:47:05,8,Neutral,0.6490887,0.32111272,0.029798552
667,I never do anything right,2022-01-05 11:38:56,8,Neutral,0.6531346,0.3154606,0.031404823
668,devastaded,2021-11-19 00:00:08,8,Neutral,0.37410784,0.44089553,0.18499658
669,I got fired and dont have income coming into my household now,2022-01-23 13:10:14,8,Neutral,0.42717758,0.53891987,0.033902574
670,I am completely undesirable.,2022-01-27 12:59:36,8,Neutral,0.9321295,0.06315417,0.0047162804
671,"Because money does NOT fall out of the sky. If you borrow money to be paid back in a week, I think it's only fair that after a whole year you should at least have made the effort to save $10.",2021-11-26 09:58:47,8,Neutral,0.7584499,0.21741085,0.024139155
672,I tried to advertise my business more but have gotten zero leads from it. ,2022-05-15 19:36:51,8,Neutral,0.9133512,0.08210984,0.0045390106
673,relieved,2021-11-20 01:44:59,8,Neutral,0.9341473,0.058588374,0.0072644134
674,I'm not good at anything,2021-11-28 15:08:44,8,Neutral,0.045036945,0.5575422,0.39742082
675,I would feel like I'm not in tune with other people's feelings.,2022-05-13 23:16:35,8,Neutral,0.3304148,0.6444489,0.025136283
676,I am not motivated enough.,2022-04-05 01:17:31,8,Neutral,0.033527024,0.81003237,0.15644057
677,angry,2022-02-01 13:07:37,8,Neutral,0.06418705,0.8158352,0.11997782
678,Then she doesn't agree with me on a very important subject.,2021-12-10 06:48:29,8,Neutral,0.59212685,0.37059778,0.037275303
679,I may not be able to earn more money at a better job.,2022-01-23 13:30:27,8,Neutral,0.97111875,0.02617514,0.0027062057
680,I am a doormat,2022-05-14 17:26:51,8,Neutral,0.50193036,0.43879074,0.059278924
681,I did and do a good job with my work. It would say either I'm not as good as I think and accept criticism or I should just let this go.,2022-02-09 19:53:51,8,Neutral,0.8972927,0.09885985,0.003847459
682,I can't have sex.,2021-10-01 19:55:04,8,Neutral,0.6943198,0.28095305,0.024727158
683,I asked a co-worker out today but she said no.,2022-01-17 13:37:41,8,Neutral,0.86320615,0.13239859,0.0043952614
684,Frustrated,2022-02-15 20:57:52,8,Neutral,0.31910852,0.60798806,0.07290345
685,frustrated,2021-09-28 00:48:22,8,Neutral,0.0072549456,0.6036939,0.3890511
686,offended,2022-06-27 12:03:08,8,Neutral,0.9208906,0.07304349,0.0060659805
687,I would try not to worry about it.  Next time I would wave at him again and if I get the same non-response then I won't bother again.,2022-01-14 15:38:09,8,Neutral,0.79676086,0.19701657,0.006222578
688,No one would want to date me.,2021-09-10 04:30:44,8,Neutral,0.9064309,0.082114115,0.011455043
689,People think I am an idiot,2022-01-23 12:04:35,8,Neutral,0.43972775,0.5074757,0.05279663
690,I'm never going to get a job.,2021-10-26 11:04:32,8,Neutral,0.86542726,0.12619035,0.008382458
691,because family is forever but the job pays very well,2022-07-22 17:13:39,8,Neutral,0.96498,0.032170836,0.0028491556
692,"I would have to move somewhere else, change my life and lose friends",2022-01-12 05:00:17,8,Neutral,0.30874074,0.5349961,0.15626316
693,I felt invisible,2022-07-26 08:52:07,8,Neutral,0.0033864768,0.06453844,0.93207514
694,being alone,2022-01-04 11:33:27,8,Neutral,0.006861179,0.39732563,0.5958132
695,Probably leave the party and cry in my car,2022-08-14 03:02:44,8,Neutral,0.8707908,0.124691255,0.0045179385
696,I wouldn't have anything to say.,2021-12-27 22:46:06,8,Neutral,0.00806878,0.29198992,0.6999413
697,"Move on, continue a friendship with this person",2022-03-21 21:03:00,8,Neutral,0.8279919,0.16086054,0.011147519
698,There's nothing special about me.,2022-07-06 12:49:11,8,Neutral,0.006529486,0.11190027,0.8815702
699,Finding another job is a lot of work and means a lot of uncertainty.,2022-01-29 07:35:17,8,Neutral,0.6399727,0.3158305,0.044196833
700,It would mean I need to find the correct way to fix his behavior so that he does what he's supposed to do. ,2022-03-14 19:03:42,8,Neutral,0.67953193,0.29879996,0.02166799
701,I think it would say I was self aware and was able to  see the event from multiple perspectives. ,2021-11-26 17:41:53,8,Neutral,0.87314904,0.11908566,0.00776534
702,I am eating poorly and not exercising enough,2022-05-27 05:11:50,8,Neutral,0.8480978,0.1396793,0.012222901
703,"Last week, I went to the store and when I was pulling into a parking spot, another car went for the same spot at the same time and we almost ran into each other; I got incredibly aggravated at the guy and it was on my mind for the entire duration at the store and all day after.",2022-07-25 19:02:07,8,Neutral,0.053367533,0.42102325,0.5256092
704,confused,2022-08-28 08:57:07,8,Neutral,0.7292161,0.2506985,0.020085376
705,I've damned myself.,2022-01-16 22:35:55,8,Neutral,0.4096554,0.5670164,0.023328228
706,I'm not doing what I am supposed to.,2022-02-17 04:22:16,8,Neutral,0.0027575465,0.029920176,0.9673223
707,I'll never be free.,2021-10-02 20:20:24,8,Neutral,0.9538411,0.04337922,0.0027797006
708,I'm afraid she's going to die soon.,2022-01-12 07:35:35,8,Neutral,0.015774269,0.11919704,0.8650287
709,disappointed ,2022-02-05 04:26:32,8,Neutral,0.90828294,0.08601234,0.0057047475
710,Had a disagreement with my spouse and almost left. ,2021-10-08 07:57:18,8,Neutral,0.962764,0.03533469,0.0019012336
711,I didn't get the job again,2021-11-03 15:28:46,8,Neutral,0.5813285,0.382689,0.035982527
712,This means to me that I am a bad worker as I am not able to work under pressure .,2022-03-09 05:20:02,8,Neutral,0.024625931,0.4323789,0.54299515
713,I would continue with my day,2022-08-26 02:58:20,8,Neutral,0.9564906,0.040416304,0.0030931402
714,Annoyed,2022-04-26 03:38:03,8,Neutral,0.86349535,0.1316647,0.004839935
715,Try to make myself appear more interesting to others.,2022-06-04 19:20:10,8,Neutral,0.8241011,0.16361141,0.012287526
716,"I was invited to a party where I only knew the host, then I tried to start a conversation with another guest but he ignored me",2022-05-12 04:22:40,8,Neutral,0.952429,0.045073852,0.00249711
717,I only know the host at a party and I am trying to talk to someone but they aren't talkative and walk away from me. ,2022-06-10 10:07:16,8,Neutral,0.83439,0.15886277,0.006747295
718,I struggle to make ends meet with an entry level job.,2021-09-17 04:45:37,8,Neutral,0.8917833,0.10072482,0.0074919565
719,"I have been trying to get a hold of a friend to help me with a project for over a week, but he won't return my calls or texts.",2021-11-27 17:45:53,8,Neutral,0.93075883,0.06214814,0.007092998
720,Girls won't like me.,2022-04-24 12:03:24,8,Neutral,0.7680178,0.20924023,0.022741947
721,"I would lose out on financial opportunities, which would affect my bills and household.",2021-12-11 02:19:17,8,Neutral,0.65332204,0.3088093,0.03786865
722,I asked my family members to postpone their visit because I will be busy,2022-02-08 13:59:16,8,Neutral,0.845995,0.13474905,0.019255958
723,He doesn't show affection,2022-03-11 09:46:07,8,Neutral,0.7985736,0.17381062,0.02761575
724,"I waved at an acquaintance that I saw on the street, but he did not respond. ",2022-03-17 22:27:55,8,Neutral,0.88691217,0.109368764,0.003719003
725,Anxious,2022-03-19 04:35:31,8,Neutral,0.9115375,0.07922937,0.009233138
726,I won't be able to improve my life.,2022-02-03 22:41:23,8,Neutral,0.9625053,0.034047853,0.0034468703
727,I need a job,2022-06-24 09:06:08,8,Neutral,0.940232,0.0540074,0.0057606185
728,I am at a party where I only know the host and the stranger I tried to speak too blew me off. ,2021-09-28 15:49:56,8,Neutral,0.8530722,0.1359764,0.010951303
729,Try to act as if nothing has happened.,2022-08-18 13:02:59,8,Neutral,0.47679,0.43134743,0.09186259
730,I have financial obligations that I have to meet.,2022-01-28 15:17:19,8,Neutral,0.743616,0.22461607,0.03176799
731,I wouldn't be able to stay in my program.,2021-11-11 11:08:15,8,Neutral,0.47162768,0.48167786,0.046694424
732,"I would start to doubt I could ever lose weight, and potentially give up",2022-01-28 14:57:36,8,Neutral,0.7979988,0.18889387,0.013107314
733,Upset that I had to postpone the family visit,2022-01-28 03:22:48,8,Neutral,0.15824287,0.49080044,0.3509567
734,The anger I felt because some members of the family do not like me so they refused to let me know about my beloved uncle.,2022-02-11 16:18:35,8,Neutral,0.8587467,0.136434,0.004819294
735,I will be sad and it will be my fault.,2022-07-09 17:08:35,8,Neutral,0.107580714,0.8132771,0.07914217
736,I am a bad person.,2021-09-27 16:07:08,8,Neutral,0.6989043,0.26401702,0.037078775
737,Take a small break and try to clear my head to get back on track.,2021-12-30 14:51:13,8,Neutral,0.89916867,0.09249246,0.008338941
738,Keep walking.,2022-05-21 16:00:50,8,Neutral,0.5607443,0.3717384,0.0675173
739,I will not get promoted. ,2022-03-24 21:53:14,8,Neutral,0.18226472,0.57309955,0.24463575
740,That the co-worker has created an excuse to avoid an awkward interaction and feeling pressured into expanding the relationship. ,2021-12-06 07:33:28,8,Neutral,0.9649451,0.031546585,0.0035082768
741,frustrated,2021-11-01 17:22:54,8,Neutral,0.808929,0.17830752,0.012763457
742,I would be less efficient in all things I do.,2022-07-05 02:00:06,8,Neutral,0.04364798,0.56531864,0.39103338
743,Such behavior usually repeats itself creating an annoying boss to work for.,2021-10-22 12:03:56,8,Neutral,0.69412845,0.27773717,0.02813441
744,I got fired,2021-12-01 22:19:47,8,Neutral,0.3617707,0.53850454,0.099724784
745,Losing my connection with friends makes me feel alone.,2022-05-13 13:23:32,8,Neutral,0.11941452,0.7211148,0.15947069
746,Uncertain,2022-01-17 03:54:11,8,Neutral,0.013461182,0.24395731,0.74258155
747,Work harder,2022-05-10 09:35:42,8,Neutral,0.8428078,0.14809565,0.009096523
748,I'm going to be out of a job. ,2022-06-11 22:23:27,8,Neutral,0.8282763,0.16254735,0.009176427
749,disappointed,2022-02-18 06:19:31,8,Neutral,0.43625277,0.505404,0.05834326
750,"Keep trying the diet, but with a few changes that could help me reach my goal.",2021-09-18 15:59:08,8,Neutral,0.042623524,0.9279952,0.029381339
751,Disappointed,2021-09-03 23:53:00,8,Neutral,0.5118794,0.43835324,0.049767334
752,We are losing time,2022-01-30 10:19:16,8,Neutral,0.743616,0.22461607,0.03176799
753,I WAS NOT ABLE TO SEE HIS LAST TIME SO I FEEL BAD EVER,2022-08-07 02:07:59,8,Neutral,0.81661695,0.17707537,0.0063076434
754,It would say that I am a lowlife and he is better than me.,2022-03-07 11:29:12,8,Neutral,0.79189014,0.19646811,0.01164173
