id,data,date,user_id,sentiment_class
446,"Expand my job search, network with friends/acquaintances, and reconsider my willingness to work in other occupations.",2022-01-12 08:51:43,8,Neutral
447,Sitting for two hours trying to write an essay but not getting much done,2022-08-05 00:24:29,8,Neutral
448,I have been unable to sell vehicles and it lead me to lose my job.,2021-11-21 10:58:10,8,Neutral
449,Sad,2022-06-30 17:19:27,8,Neutral
450,"Nothing, unfortunately. I'm not going to kill him or anything, but I feel like I was robbed.",2022-06-24 02:34:07,8,Neutral
451,"I was traveling through Vietnam and I went a couple of days over my visa stay and I also lost my debit card one week before, so my father had to Western Union me over my money; however because I went over my visa stay I was not allowed to use the Western Union service, so I had my dad Western Union the money over in the hotels managers name, after asking her for permission to do so but because I wasn't allowed to get the money right away, this maybe even more late and now I had to pay more money for my overstay visa fine. ",2021-11-03 21:54:48,8,Neutral
452,My friends did not turn up for my birthday party,2022-05-03 08:59:35,8,Neutral
453,it's humiliating to not get acknowledgement from a person when i wave to him in a friendly way. ,2022-04-26 10:50:27,8,Neutral
454,I really messed things up.,2022-08-11 23:18:50,8,Neutral
455,It would mean that I'm not giving it my best,2021-11-28 15:22:01,8,Neutral
456,I would be annoyed that I couldn't get my thoughts together and get my work done.,2022-02-14 21:05:28,8,Neutral
457,"Move on to a better job, or go to school for a better career.",2021-09-06 07:49:32,8,Neutral
458,I was a failure at reaching my quota.,2022-05-19 23:53:12,8,Neutral
459,he is gone forever to wife and friends,2022-06-17 15:08:29,8,Neutral
460,Risk losing my job.,2021-12-10 00:29:47,8,Neutral
461,I will never lose weight.,2022-02-23 14:45:04,8,Neutral
462,I'm going to have to rearrange my budget for a few months ,2021-10-26 05:30:55,8,Neutral
463,Thought of hurting my family members.,2021-09-21 19:51:21,8,Neutral
464,"No, it wouldn't because it is true and i'm not upset.  I'm just annoyed that you think the scenario was good enough for me to interpret as something that happens to me.  This has never happened to me in my life of school and writing essays, so I cannot relate.  When asked to imagine the situation, it is impossible without more context because it is illogical to a person like me otherwise.",2022-07-11 09:10:11,8,Neutral
465,I enjoy having good relationships with other people,2022-05-24 17:52:21,8,Neutral
466,embarrassment,2022-06-18 00:38:41,8,Neutral
467,Try harder,2022-06-22 14:09:56,8,Neutral
468,I'd tell him I'm on it and ignore my annoyance.,2022-04-24 10:41:42,8,Neutral
469,it would mean that I am lazy and I need to do better ,2022-07-29 13:50:55,8,Neutral
470,I'm not good enough,2022-06-05 09:09:31,8,Neutral
471,was he pretending to like me in the past,2021-10-07 12:25:04,8,Neutral
472,We lose the property and and my wife is very upset.,2022-07-30 20:45:57,8,Neutral
473,I would look for a new career path.,2022-05-14 09:40:03,8,Neutral
474,I was fired as a sales person for not achieving my quotas,2021-12-10 03:48:45,8,Neutral
475,There is something wrong with me.,2021-12-29 18:58:14,8,Neutral
476,It would be upsetting because it would make me feel insecure about being able to succeed in a job. It would make me afraid to try.,2022-08-04 08:55:59,8,Neutral
477,It would say that I am not good enough,2022-06-23 18:16:35,8,Neutral
478,it's a chance to meet new people,2022-02-26 17:30:28,8,Neutral
479,I told my family to postpone their trip to see me because I am too busy,2022-04-25 21:43:21,8,Neutral
480,Sad.,2022-07-24 13:57:14,8,Neutral
481,Surprised,2022-05-14 18:53:49,8,Neutral
482,Not get upset they may not have recognized me or they didn't see me.,2021-09-14 20:28:27,8,Neutral
483,People think I am weird.,2021-11-19 06:37:36,8,Neutral
484,i'm always going to be fat,2022-03-11 03:57:59,8,Neutral
485,I'd lose my house,2022-07-14 14:33:06,8,Neutral
486,Why cant life just let things happen. ,2022-05-05 15:08:25,8,Neutral
487,It would mean that I will not be able to pay my bills,2021-12-18 18:26:32,8,Neutral
488,Improve my writing and enter more contests.,2022-08-18 05:36:50,8,Neutral
489,I am going to be a failure in life,2021-11-18 20:43:16,8,Neutral
490,angry,2021-10-27 10:42:37,8,Neutral
491,I will not be able to build nor to maintain sustainable personal relationships.,2022-02-10 09:36:15,8,Neutral
492,I am eating too much food.,2021-12-17 21:25:38,8,Neutral
493,I was taking a break and my boss reminded me of some work that needs to get done.,2021-12-04 04:46:39,8,Neutral
494,I would feel that I had failed and was not good enough at the job I undertook. I would wonder if I could be good at any job. I would feel embarrassed at being fired.,2022-03-12 00:33:10,8,Neutral
495,Maybe he doesnt like me,2021-11-02 15:55:08,8,Neutral
496,I will have no friends at all eventually,2022-06-05 14:27:58,8,Neutral
497,That I don't have enough willpower.,2021-09-10 13:29:13,8,Neutral
498,Money is Important in Emergency situation,2021-09-27 07:00:57,8,Neutral
499,I am disappointing them.,2022-04-12 21:58:00,8,Neutral
500,discouraged,2021-11-26 22:27:04,8,Neutral
501,I would have to move back in with my parents,2021-10-03 14:23:29,8,Neutral
502,I'm not that attractive.,2021-09-14 12:02:03,8,Neutral
503,I would try to make it up to them.,2022-06-07 01:19:03,8,Neutral
504,I try to talk to someone at a party but they are not interested in talking to me,2022-01-15 07:40:26,8,Neutral
505,I would try to apply for another position or reevaluate my qualifications. ,2022-01-23 19:45:48,8,Neutral
506,Take a deep breath and look for more jobs.,2021-11-11 07:32:23,8,Neutral
507,I won't know what to do with my life.,2022-08-26 08:01:30,8,Neutral
508,He's going to be in therapy and on antidepressants when he's older and won't be able to have a job or relationships,2021-12-02 03:27:17,8,Neutral
509,Annoyed,2022-01-18 03:05:42,8,Neutral
510,I would have to live in poverty and not have a good life.,2022-03-17 21:53:27,8,Neutral
511,I dont see them often. This is important to them and Im canceling it,2021-10-24 04:26:35,8,Neutral
512,My partner was right to leave.,2022-01-15 16:25:49,8,Neutral
513,I am at a party where I only know the host. I strike up a conversation with someone but he only gives me one word answers and then walks away.,2022-01-08 14:10:58,8,Neutral
514,I won't be able to find a good job.,2022-02-03 20:43:08,8,Neutral
515,I will never achieve in school or work. I will be a failure.,2022-02-04 13:38:56,8,Neutral
516,Plan ahead so I would not be too busy to see them.,2022-02-22 21:13:33,8,Neutral
517,The person doesn't care enough to say hi back,2022-05-22 02:50:55,8,Neutral
518,I would be alone for a long time,2021-12-12 22:34:33,8,Neutral
519,flustered,2021-10-14 17:56:30,8,Neutral
520,Because its not necessary to be rude like that,2022-08-02 02:37:02,8,Neutral
521,i am not easily recognizable ,2022-08-18 09:00:18,8,Neutral
522,I'm not a good person. ,2021-10-17 20:39:34,8,Neutral
523,Keep trying but also cry and eat chocolate,2021-10-25 19:51:48,8,Neutral
524,I would just mention if they ever have any free time just to let me know,2022-05-11 00:50:46,8,Neutral
525,upset,2022-05-19 23:09:46,8,Neutral
526,stressed,2021-12-24 11:52:06,8,Neutral
527,Because it meant they didn't care enough to let me know about his health,2022-07-15 05:04:17,8,Neutral
528,I've been a bad partner.,2022-03-18 04:44:24,8,Neutral
529,That I have my own life and need to take care of myself,2022-06-17 09:06:09,8,Neutral
530,No one will ever love me.,2021-09-07 06:26:46,8,Neutral
531,I wonder what i did to cause this situation.,2022-07-05 12:50:47,8,Neutral
532,fear,2022-06-21 22:20:45,8,Neutral
533,My coworker says she is too busy to hang out with me.,2022-05-27 01:57:07,8,Neutral
534,Why am i so stagnant?,2022-04-11 07:37:22,8,Neutral
535,I am tasked with writing an essay and have not been able to write two sentences.,2022-04-20 17:09:30,8,Neutral
536,Brainstorm and create an outline,2022-06-15 03:11:21,8,Neutral
537,"I have work I need to do, but I am not doing it.",2022-08-03 14:25:48,8,Neutral
538,i would never try to wave to him again.,2022-07-27 00:56:20,8,Neutral
539,I'm not desirable.,2022-03-25 13:49:59,8,Neutral
540,My family feels I don't want them to visit me,2021-12-29 00:44:46,8,Neutral
541,hurt,2022-01-11 06:35:09,8,Neutral
542,My family wanted to visit but I was too busy and said no. They felt hurt.,2021-09-29 12:28:50,8,Neutral
543,I asked my family to delay visiting me and I hurt their feelings.,2021-09-26 12:17:29,8,Neutral
544,Last week I talked to a girl at a bar but was rejected by her,2021-10-15 15:21:44,8,Neutral
545,My lover left me/ended the relationship.,2022-04-18 19:38:49,8,Neutral
546,i got home and found a note from my spouse saying that he is packing out of our relationship,2022-03-03 09:57:55,8,Neutral
547,overwhelmed,2022-01-05 07:51:24,8,Neutral
548,Rage,2021-11-20 20:34:28,8,Neutral
549,Find a better time to hook up.,2022-06-15 22:23:18,8,Neutral
550,I would try talking with other people at the party - be more outgoing,2021-09-07 06:39:08,8,Neutral
551,That I will not be successful,2021-10-10 21:16:29,8,Neutral
552,We aren't friends.,2021-09-07 15:28:43,8,Neutral
553,It would mean I am saddened by things changing. It would say about me that I am connected to the people around me and feel sad when they are gone.,2022-01-26 12:02:28,8,Neutral
554,I can't get things done even if I want to.,2022-01-05 16:24:46,8,Neutral
555,I won't have any new friends or partners.,2022-04-19 18:01:33,8,Neutral
556,I waved at an acquaintance I liked on the street and he did not wave back.,2022-04-26 20:53:36,8,Neutral
557,Nothing.,2022-07-01 20:40:58,8,Neutral
558,She must not like me,2021-10-22 08:46:45,8,Neutral
559,It means I like them more than they like me. ,2022-05-30 10:48:16,8,Neutral
560,"No, I saw this coming and have been wanting to leave myself for a while. I wasn't sure how so this is helpful. ",2022-02-17 12:20:55,8,Neutral
561,I could die alone,2021-10-18 15:03:00,8,Neutral
562,distraught,2022-07-23 21:39:37,8,Neutral
563,I am not interesting or worthy of social interaction.,2022-01-28 16:11:57,8,Neutral
564,Leave,2022-01-19 23:29:31,8,Neutral
565,"nothing, just mope about it",2022-06-30 19:54:22,8,Neutral
566,It would mean that I take criticism of my parenting skills personally ,2022-08-04 19:45:14,8,Neutral
567,She doesn't like me else she would have signaled an alternative.,2022-06-03 10:38:43,8,Neutral
568,My spouse decides that she can no longer tolerate this situation and decides that she wants a divorce.,2022-04-11 18:14:15,8,Neutral
569,I am unable to convince people,2022-06-17 06:11:25,8,Neutral
570,It would mean that I may come across rude without being aware of it.,2022-05-14 22:37:44,8,Neutral
571,I would try to stay positive and keep applying to different jobs.,2022-08-04 10:13:51,8,Neutral
572,It would mean I upset people,2021-10-25 09:01:33,8,Neutral
573,There may be no one that actually likes me.,2021-12-08 18:42:48,8,Neutral
574,try to convince them of my love and reschedule visit as soon as possible,2021-10-20 09:22:17,8,Neutral
575,anger,2021-10-12 08:38:58,8,Neutral
576,I am failing at my goal.,2021-10-04 03:11:18,8,Neutral
577,"It makes me angry, but I'll keep going",2022-03-02 07:18:33,8,Neutral
578,FEW MONTHS BEFORE WHEN I WAS WENT TO SAW THEM THEY TREAT ME VERY BAD SO I THOUGHT WON'T SAW THEM EVER,2021-09-14 17:47:38,8,Neutral
579,I am not good enough,2022-07-03 22:45:05,8,Neutral
580,I'm not smart enough to succeed at mturk,2021-12-26 23:26:48,8,Neutral
581,I am stupid.,2022-04-23 13:03:04,8,Neutral
582,I will be overweight forever,2022-03-26 11:09:56,8,Neutral
583,I would be thinking I can get this done because it's my job. ,2022-04-26 06:56:14,8,Neutral
584,I might not be able to pass the class,2021-12-03 08:03:40,8,Neutral
585,I worked very hard and long on the project and he messed it up to where I had to re-do it,2021-12-28 14:59:51,8,Neutral
586,boss stops by at my coffee break and tells me work needs to get done today,2022-07-25 01:24:54,8,Neutral
587,i don't even want to be here but i'm trying,2021-11-17 21:14:46,8,Neutral
588,I'd likely end up seriously depressed knowing I failed as a partner,2022-01-04 15:25:02,8,Neutral
589,I am not good enough to get a job,2021-10-13 21:02:34,8,Neutral
590,Look for another task and move on,2022-07-12 19:16:15,8,Neutral
591,"I might end up bankrupt, or homeless.",2022-05-30 06:43:26,8,Neutral
592,I have been applying to jobs.  This is third phone call I've made to find out the job has already been filled.,2022-08-10 21:43:49,8,Neutral
593,frustrated,2022-05-20 13:53:58,8,Neutral
594,IT WAS VERY TRUE BECAUSE I AM WHO I AM. AND I KNOW I WILL COMPLETE THE WORK BEFORE DUE DATE THAT'S WHY I FEEL AGGRESSIVE. IF NOT I KEEP CALM.,2022-04-20 00:06:48,8,Neutral
595,It would mean that I need to develop myself in that direction,2022-01-09 14:43:52,8,Neutral
596,i will end up being poor.,2022-02-05 20:49:52,8,Neutral
597,sad,2021-11-30 00:36:15,8,Neutral
598,I may do poorly in the class,2022-08-20 15:48:06,8,Neutral
599,It would make me feel like all of my work and effort were useless.,2021-09-28 21:11:51,8,Neutral
600,i am going to have to deal with this poor behavior for a long time,2021-11-24 12:24:49,8,Neutral
601,I like a colleague and want to get to know her better but she's busy.,2022-03-31 19:08:31,8,Neutral
602,My husband was being a jerk and not listening to me.,2022-04-25 06:35:45,8,Neutral
603,There is something I am doing wrong.,2022-01-31 14:26:46,8,Neutral
604,I would look for another person to talk to. ,2022-03-05 05:31:32,8,Neutral
605,I'm unlikable.,2022-07-27 20:07:58,8,Neutral
606,I am not going to finish the paper.,2022-02-12 19:46:14,8,Neutral
607,It shows I need to reevaluate how I go about my personal relationships that my spouse feels the need to break up this way.,2022-05-14 02:08:57,8,Neutral
608,"I'd have to choose between family and my career, which would be hard, they are both important to me.",2022-07-23 00:40:11,8,Neutral
609,The fact that I let them down and feel like I am not good enough to be a apart of this family because I let them down.,2021-12-12 12:05:53,8,Neutral
610,I will be homeless forever. ,2022-02-18 19:00:28,8,Neutral
611,I will miss out so much in life.,2022-01-31 23:30:37,8,Neutral
612,A person I meet at a party where I don't know many people only gives me one word answers and isn't interested in talking to me. ,2022-03-23 06:38:02,8,Neutral
613,Go home and start looking for a new job.,2021-09-23 13:48:36,8,Neutral
614,I can't keep myself well,2022-08-24 21:01:39,8,Neutral
615,i wasnt good enough,2022-08-15 07:48:36,8,Neutral
616,I could not have rent money and lose my house.,2022-08-10 03:07:00,8,Neutral
617,panicked,2022-02-11 00:25:08,8,Neutral
618,"I come home to fins my boyfriend's belongings gone with a note on the table that says, he's leaving me because he doesn't think things will ever work out between us. ",2021-09-20 02:01:45,8,Neutral
619,nervousness,2022-08-22 13:39:31,8,Neutral
620,annoyed,2022-05-04 17:07:06,8,Neutral
621,I called my friend three times this past week but she hasn't answered or called/messaged me back yet. ,2022-01-20 16:06:18,8,Neutral
622,I am alone,2022-08-25 04:22:09,8,Neutral
623,I'd tell him that I'm more then capable of handling both without assistance.,2022-02-22 14:04:24,8,Neutral
624,I would try again later.,2022-01-19 09:27:54,8,Neutral
625,Because I hold myself to a high standard. ,2022-08-21 21:01:41,8,Neutral
626,I will lose my home,2022-04-04 10:08:54,8,Neutral
627,I would just keep walking and probably feel bad about myself for a bit,2021-09-04 09:55:05,8,Neutral
628,I recently discovered a music artist that I very much enjoy. When I showed it to a close friend they had a very negative reaction and asked me how I could enjoy this type of music. I ended up getting quite angry with them and told them they had bad taste in music. ,2022-04-07 02:06:09,8,Neutral
629,I don't know why people don't want to speak to me,2022-04-29 22:49:09,8,Neutral
630,He doesn't think I am interesting.,2021-09-19 17:08:31,8,Neutral
631,I can't lose the weight I want.,2022-03-17 05:45:56,8,Neutral
632,Get over it and move on,2022-03-02 21:23:42,8,Neutral
633,I FEEL NEGLECTED AND FEEL VERY COMPLEX. IT REVEALS ABOUT MY APPROACH TOWARDS PEOPLE. ,2021-11-02 06:36:38,8,Neutral
634,stress,2022-04-12 13:56:50,8,Neutral
635,I would be worried and scared that I won't be able to find a job soon. I have bills I need to pay.,2022-03-19 05:21:05,8,Neutral
636,Demand that my sister do her fair share ,2021-10-13 22:18:51,8,Neutral
637,The host isn't interested in talking to me.,2022-05-09 09:09:08,8,Neutral
638,I was fired for not meeting my sales quota.,2022-07-09 21:16:09,8,Neutral
639,Because she was not in any relationship as at when i ask her out. I could not see any reason that will make her reject me as a guy if not that she looked down on me.,2022-06-13 16:39:53,8,Neutral
640,i'm taking a break at work when my boss stops by to remind me of some work that needs to be finished today.,2022-03-13 17:02:47,8,Neutral
641,The positions are based on merit or qualification higher than mine,2022-06-10 04:58:24,8,Neutral
642,"The letter isn't wrong, we haven't been working out.",2021-12-13 23:46:08,8,Neutral
643,"I got a job as a car salesman to pay the bills. I never worked as a salesman so the commission style of pay was very enticing, but it turns out that it is very difficult to keep the levels necessary to have a very high profit margin.",2022-04-11 17:53:49,8,Neutral
644,Head back to work and be more careful about breaks,2022-03-02 11:49:21,8,Neutral
645,I need to tell her to stop rather than leaving.,2022-01-07 19:08:09,8,Neutral
646,i cant achieve plans that i make,2022-02-18 15:44:05,8,Neutral
647,I don't like being unnecessarily told what to do. ,2022-07-20 03:15:28,8,Neutral
648,Clean the cat  box,2022-06-09 17:44:11,8,Neutral
649,angry,2021-11-17 16:41:29,8,Neutral
650,Not feeling trust or not being competent at my work would make me feel like a bad person.,2022-07-30 00:41:20,8,Neutral
651,That I am slacking off.,2021-10-10 03:49:57,8,Neutral
652,my friend would think I can't keep a promise.,2022-03-06 16:47:57,8,Neutral
653,Try the diet for another week.,2022-05-20 13:09:49,8,Neutral
654,I won't be able to support myself.,2022-04-05 20:57:24,8,Neutral
655,I must be doing something wrong.,2022-04-22 21:27:53,8,Neutral
656,irritated,2022-02-18 13:58:14,8,Neutral
657,Ask why I've been rejected to revise future applications.,2022-07-25 01:19:49,8,Neutral
658,I can't seem to get anywhere and they're not telling me why they chose the other person,2022-02-11 22:37:09,8,Neutral
659,I would miss his company,2022-03-29 17:42:53,8,Neutral
660,I'd cry and vent to my significant other.,2022-04-25 12:50:41,8,Neutral
661,I would be too scared to talk to anyone else at the party,2021-12-10 17:06:21,8,Neutral
662,I missed part of a big presentation that I was supposed to be leading.,2022-06-21 03:21:32,8,Neutral
663,I got into a political argument with my girlfriend last week.,2022-05-07 07:40:16,8,Neutral
664,I can't pay my bills.,2021-11-06 07:03:51,8,Neutral
665,I Felt Stressed.,2021-09-06 11:16:48,8,Neutral
666,I am a failure.,2021-12-25 15:47:05,8,Neutral
667,I never do anything right,2022-01-05 11:38:56,8,Neutral
668,devastaded,2021-11-19 00:00:08,8,Neutral
669,I got fired and dont have income coming into my household now,2022-01-23 13:10:14,8,Neutral
670,I am completely undesirable.,2022-01-27 12:59:36,8,Neutral
671,"Because money does NOT fall out of the sky. If you borrow money to be paid back in a week, I think it's only fair that after a whole year you should at least have made the effort to save $10.",2021-11-26 09:58:47,8,Neutral
672,I tried to advertise my business more but have gotten zero leads from it. ,2022-05-15 19:36:51,8,Neutral
673,relieved,2021-11-20 01:44:59,8,Neutral
674,I'm not good at anything,2021-11-28 15:08:44,8,Neutral
675,I would feel like I'm not in tune with other people's feelings.,2022-05-13 23:16:35,8,Neutral
676,I am not motivated enough.,2022-04-05 01:17:31,8,Neutral
677,angry,2022-02-01 13:07:37,8,Neutral
678,Then she doesn't agree with me on a very important subject.,2021-12-10 06:48:29,8,Neutral
679,I may not be able to earn more money at a better job.,2022-01-23 13:30:27,8,Neutral
680,I am a doormat,2022-05-14 17:26:51,8,Neutral
681,I did and do a good job with my work. It would say either I'm not as good as I think and accept criticism or I should just let this go.,2022-02-09 19:53:51,8,Neutral
682,I can't have sex.,2021-10-01 19:55:04,8,Neutral
683,I asked a co-worker out today but she said no.,2022-01-17 13:37:41,8,Neutral
684,Frustrated,2022-02-15 20:57:52,8,Neutral
685,frustrated,2021-09-28 00:48:22,8,Neutral
686,offended,2022-06-27 12:03:08,8,Neutral
687,I would try not to worry about it.  Next time I would wave at him again and if I get the same non-response then I won't bother again.,2022-01-14 15:38:09,8,Neutral
688,No one would want to date me.,2021-09-10 04:30:44,8,Neutral
689,People think I am an idiot,2022-01-23 12:04:35,8,Neutral
690,I'm never going to get a job.,2021-10-26 11:04:32,8,Neutral
691,because family is forever but the job pays very well,2022-07-22 17:13:39,8,Neutral
692,"I would have to move somewhere else, change my life and lose friends",2022-01-12 05:00:17,8,Neutral
693,I felt invisible,2022-07-26 08:52:07,8,Neutral
694,being alone,2022-01-04 11:33:27,8,Neutral
695,Probably leave the party and cry in my car,2022-08-14 03:02:44,8,Neutral
696,I wouldn't have anything to say.,2021-12-27 22:46:06,8,Neutral
697,"Move on, continue a friendship with this person",2022-03-21 21:03:00,8,Neutral
698,There's nothing special about me.,2022-07-06 12:49:11,8,Neutral
699,Finding another job is a lot of work and means a lot of uncertainty.,2022-01-29 07:35:17,8,Neutral
700,It would mean I need to find the correct way to fix his behavior so that he does what he's supposed to do. ,2022-03-14 19:03:42,8,Neutral
701,I think it would say I was self aware and was able to  see the event from multiple perspectives. ,2021-11-26 17:41:53,8,Neutral
702,I am eating poorly and not exercising enough,2022-05-27 05:11:50,8,Neutral
703,"Last week, I went to the store and when I was pulling into a parking spot, another car went for the same spot at the same time and we almost ran into each other; I got incredibly aggravated at the guy and it was on my mind for the entire duration at the store and all day after.",2022-07-25 19:02:07,8,Neutral
704,confused,2022-08-28 08:57:07,8,Neutral
705,I've damned myself.,2022-01-16 22:35:55,8,Neutral
706,I'm not doing what I am supposed to.,2022-02-17 04:22:16,8,Neutral
707,I'll never be free.,2021-10-02 20:20:24,8,Neutral
708,I'm afraid she's going to die soon.,2022-01-12 07:35:35,8,Neutral
709,disappointed ,2022-02-05 04:26:32,8,Neutral
710,Had a disagreement with my spouse and almost left. ,2021-10-08 07:57:18,8,Neutral
711,I didn't get the job again,2021-11-03 15:28:46,8,Neutral
712,This means to me that I am a bad worker as I am not able to work under pressure .,2022-03-09 05:20:02,8,Neutral
713,I would continue with my day,2022-08-26 02:58:20,8,Neutral
714,Annoyed,2022-04-26 03:38:03,8,Neutral
715,Try to make myself appear more interesting to others.,2022-06-04 19:20:10,8,Neutral
716,"I was invited to a party where I only knew the host, then I tried to start a conversation with another guest but he ignored me",2022-05-12 04:22:40,8,Neutral
717,I only know the host at a party and I am trying to talk to someone but they aren't talkative and walk away from me. ,2022-06-10 10:07:16,8,Neutral
718,I struggle to make ends meet with an entry level job.,2021-09-17 04:45:37,8,Neutral
719,"I have been trying to get a hold of a friend to help me with a project for over a week, but he won't return my calls or texts.",2021-11-27 17:45:53,8,Neutral
720,Girls won't like me.,2022-04-24 12:03:24,8,Neutral
721,"I would lose out on financial opportunities, which would affect my bills and household.",2021-12-11 02:19:17,8,Neutral
722,I asked my family members to postpone their visit because I will be busy,2022-02-08 13:59:16,8,Neutral
723,He doesn't show affection,2022-03-11 09:46:07,8,Neutral
724,"I waved at an acquaintance that I saw on the street, but he did not respond. ",2022-03-17 22:27:55,8,Neutral
725,Anxious,2022-03-19 04:35:31,8,Neutral
726,I won't be able to improve my life.,2022-02-03 22:41:23,8,Neutral
727,I need a job,2022-06-24 09:06:08,8,Neutral
728,I am at a party where I only know the host and the stranger I tried to speak too blew me off. ,2021-09-28 15:49:56,8,Neutral
729,Try to act as if nothing has happened.,2022-08-18 13:02:59,8,Neutral
730,I have financial obligations that I have to meet.,2022-01-28 15:17:19,8,Neutral
731,I wouldn't be able to stay in my program.,2021-11-11 11:08:15,8,Neutral
732,"I would start to doubt I could ever lose weight, and potentially give up",2022-01-28 14:57:36,8,Neutral
733,Upset that I had to postpone the family visit,2022-01-28 03:22:48,8,Neutral
734,The anger I felt because some members of the family do not like me so they refused to let me know about my beloved uncle.,2022-02-11 16:18:35,8,Neutral
735,I will be sad and it will be my fault.,2022-07-09 17:08:35,8,Neutral
736,I am a bad person.,2021-09-27 16:07:08,8,Neutral
737,Take a small break and try to clear my head to get back on track.,2021-12-30 14:51:13,8,Neutral
738,Keep walking.,2022-05-21 16:00:50,8,Neutral
739,I will not get promoted. ,2022-03-24 21:53:14,8,Neutral
740,That the co-worker has created an excuse to avoid an awkward interaction and feeling pressured into expanding the relationship. ,2021-12-06 07:33:28,8,Neutral
741,frustrated,2021-11-01 17:22:54,8,Neutral
742,I would be less efficient in all things I do.,2022-07-05 02:00:06,8,Neutral
743,Such behavior usually repeats itself creating an annoying boss to work for.,2021-10-22 12:03:56,8,Neutral
744,I got fired,2021-12-01 22:19:47,8,Neutral
745,Losing my connection with friends makes me feel alone.,2022-05-13 13:23:32,8,Neutral
746,Uncertain,2022-01-17 03:54:11,8,Neutral
747,Work harder,2022-05-10 09:35:42,8,Neutral
748,I'm going to be out of a job. ,2022-06-11 22:23:27,8,Neutral
749,disappointed,2022-02-18 06:19:31,8,Neutral
750,"Keep trying the diet, but with a few changes that could help me reach my goal.",2021-09-18 15:59:08,8,Neutral
751,Disappointed,2021-09-03 23:53:00,8,Neutral
752,We are losing time,2022-01-30 10:19:16,8,Neutral
753,I WAS NOT ABLE TO SEE HIS LAST TIME SO I FEEL BAD EVER,2022-08-07 02:07:59,8,Neutral
754,It would say that I am a lowlife and he is better than me.,2022-03-07 11:29:12,8,Neutral
755,Ask the person if they were upset with me about something.,2022-03-23 05:05:56,8,Neutral
756,"It means it is time to move on because they were never really invested in the first place. It could reflect poorly on my emotional availability, but this is speculative.",2022-06-28 14:23:52,8,Neutral
757,I might not be able to find another girlfriend.,2022-01-24 17:47:31,8,Neutral
758,I will experience joblessness and will be financially unstable.,2022-03-19 03:59:35,8,Neutral
759,I want people to like me and it would bother me if people did not want to spend time with me and be my friend. ,2021-11-17 10:37:16,8,Neutral
760,i will try to convince her and get back her in my life.,2022-01-02 00:09:25,8,Neutral
761,Try as hard as I could to find a job in a different kind of setting.,2021-09-15 01:02:32,8,Neutral
762,angry,2022-04-03 21:34:53,8,Neutral
763,live-in lover moved out,2022-07-04 12:47:58,8,Neutral
764,IT would mean all my efforts had been wasted and I was just doing a bunch of sacrificing for nothing.  This would just be irritating and frustrating.,2022-04-03 19:24:39,8,Neutral
765,nothing,2021-12-24 01:03:47,8,Neutral
766,Upset,2021-09-06 07:15:50,8,Neutral
767,Consult a doctor about weightloss.,2021-11-07 19:06:48,8,Neutral
768,"The host was being short with me, then snubbed me for another group. ",2022-01-06 17:17:52,8,Neutral
769,that i may continue to not have time,2022-06-22 13:39:13,8,Neutral
770,I really hurt my family,2021-10-28 01:54:17,8,Neutral
771,I have poor willpower.,2022-03-11 10:21:35,8,Neutral
772,try to call her and appologize. ,2021-10-12 02:46:40,8,Neutral
773,"It would mean I was going to get less sleep or less time to do other things, and I would probably fail my essay which would be bad for my grades. ",2022-01-09 15:27:40,8,Neutral
774,I want to be less busy to spend time with people,2021-09-25 16:04:36,8,Neutral
775,"I waved to the person I liked and met several times, but the person did not respond.",2022-02-19 17:58:45,8,Neutral
776,That this is too hard,2022-03-23 09:18:25,8,Neutral
777,I don't deserve to be happy.,2022-05-30 08:08:53,8,Neutral
778,I had to cancel a family visit due to a busy schedule,2021-12-24 15:30:41,8,Neutral
779,I am not good enough at my job. ,2022-06-28 16:49:24,8,Neutral
780,I will never find a wife.,2022-01-18 23:50:59,8,Neutral
781,People must not like me.,2022-03-12 13:49:15,8,Neutral
782,depressed,2022-03-22 03:37:41,8,Neutral
783,I'm sad that my family feels hurt,2022-02-28 15:20:54,8,Neutral
784,i did not think that his father was died,2022-06-05 18:21:33,8,Neutral
785,Talk to my boss about opportunities to get job back. ,2022-01-23 08:23:05,8,Neutral
786,keep walking and never contact him again.,2022-08-05 19:54:36,8,Neutral
787,My family is upset with me because I asked them to postpone a visit due to my busy schedule. ,2021-12-27 21:43:06,8,Neutral
788,"I will possibly lose my job, or not receive a promotion that I would otherwise get if I had tried harder.",2022-03-12 02:18:45,8,Neutral
789,disappointed,2022-08-23 17:11:26,8,Neutral
790,The next jobs I do I will do better and I learned something from this situation.,2021-11-11 08:10:16,8,Neutral
791,I am not a good salesman,2022-06-03 00:04:59,8,Neutral
792,I'd know I'm a failure and would waste money on another college course.,2021-09-22 14:06:43,8,Neutral
793,"IF THEY CONSIDER ME AS THEIR CLOSE FRIEND , THEY WOULD DEFINITELY COME WITH ME FOR OUT.",2021-11-18 06:12:37,8,Neutral
794,I could start thinking of finding another job.,2022-03-16 01:05:42,8,Neutral
795,I would be annoyed that my boss did not have faith in me. ,2022-05-26 15:09:39,8,Neutral
796,I came home and found that my partner was gone with all their things and they left a note stating tI shouldn't attempt contact.,2022-07-03 20:42:30,8,Neutral
797,guilty,2022-04-23 18:34:01,8,Neutral
798,sad,2022-06-29 14:29:31,8,Neutral
