Participant.ID;Scenario;Task;Reply;UttEnum;Depth;Attach;Comp;Global;Health;Control;MetaCog;Others;Hopeless;OthViews;OtherNeg;NC;Exclude
22321;Lover;Emo;upset;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22321;Lover;EmoInt;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22321;Lover;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22321;Lover;Beh;Contact my ex lover and see the specific reason for why they left;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22321;PTR;AT;Does he not care what I am saying?;784;1;0;0;0;0;0;0;0;0;1;0;0;0
22321;PTR;P1;If he doesn't care why does he have me call him everyday on my lunch;785;2;0;0;0;0;1;0;0;0;0;0;0;0
22321;PTR;DAT;Does he do it just to be nice and not hurt my feelings;786;3;0;0;0;0;0;0;0;0;2;0;0;0
22321;PTR;DAT;What else does he do that he doesn't want to do;787;4;0;0;0;0;0;0;0;0;0;0;1;0
22321;PTR;DAT;I dont want him to feel as though he has to do things for me;788;5;0;0;0;0;0;0;0;0;2;0;0;0
22321;PTR;DAT;He will start to resent me;789;6;0;0;0;0;0;0;0;0;3;0;0;0
22321;PTR;DAT;we will fight more;790;7;2;0;0;0;0;0;0;0;0;0;0;0
22321;PTR;DAT;we will break up;791;8;3;0;0;0;0;0;0;0;0;0;0;0
22321;PTR;Scen;I was talking with my boyfriend on my lunch break and he started to clean his computer with canned air which made a very loud noise.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22321;PTR;Im;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22321;PTR;Emo;upset;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22321;PTR;EmoInt;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22321;PTR;EmoCat;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22321;PTR;Beh;Ask him why he is cleaning his computer when I'm trying to have a conversation with him;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Dieting;AT;Why am I even trying to lose weight?;792;1;0;0;0;0;0;0;0;0;0;0;1;0
22445;Dieting;P1;It would mean to me that although I had put forth a good effort, I was still not able to lose any weight.  It would make me question whether it was even worth the effort to try and lose weight and if I was able to.  It says about me that I'm quick to give up and not willing to overcome adversity. ;793;2;0;0;2;3;1;0;0;0;0;0;0;0
22445;Dieting;Scen;I have been trying to stick to a diet and after doing well for a week I find out that I gained a pound. ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Dieting;Im;67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Dieting;Emo;Frustration ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Dieting;EmoInt;88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Dieting;EmoCat;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Dieting;Beh;Try to stay on the diet for a couple of more weeks and see if I could improve the results. ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Fired;AT;The thought of not having an income anymore. ;794;1;0;3;0;0;0;0;0;0;0;0;0;0
22445;Fired;P2;That money would be tight and I may not be able to meet financial requirements that I have.  It would mean that I would have to get a new job, one that I may not like or be good at, in order to make ends meet.  This reveals that I'm a creature of habit and when something goes wrong that takes me out of my routine, I break down a little bit. ;795;2;0;3;0;0;0;3;0;0;0;0;0;0
22445;Fired;Scen;I was fired from my job as a car salesmen because I wasn't meeting my quota. ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Fired;Im;81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Fired;Emo;Afraid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Fired;EmoInt;87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Fired;EmoCat;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Fired;Beh;Find a job that is better in keeping with my talents.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Party;AT;I must not be interesting.;796;1;0;0;3;0;0;0;0;0;0;0;0;0
22445;Party;P2;People may not want to talk to me or interact with me.  It would mean that I'd be lonely and not doing anything with others.  It would say about me that I'm not very personable and that people don't like me. ;797;2;3;0;0;0;0;0;3;0;3;0;0;0
22445;Party;DAT;I would be sad and lonely because nobody would interact with me. ;798;3;3;0;0;0;0;0;0;0;0;0;0;0
22445;Party;Scen;A person I meet at a party where I don't know many people only gives me one word answers and isn't interested in talking to me. ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Party;Im;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Party;Emo;Embarassed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Party;EmoInt;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Party;EmoCat;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Party;Beh;I would try again to talk with someone else. ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;PTR;AT;Now I have to clean this up. ;799;1;0;0;0;0;0;0;0;0;0;0;1;0
22445;PTR;P1;I didn't have a lot of time to do so and I had planned on using that time for other things. ;800;2;0;0;0;0;1;0;0;0;0;0;0;0
22445;PTR;DAT;Because I had to modify plans that I had made. ;801;3;0;0;0;0;1;0;0;0;0;0;0;0
22445;PTR;DAT;I don't like changing plans at the last minute or having anything disrupt what I'm hoping to do. ;802;4;0;0;0;0;3;1;0;0;0;0;0;0
22445;PTR;Scen;My dog got into the garbage can and got wrappers and food parts all over the house. ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;PTR;Im;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;PTR;Emo;angry;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;PTR;EmoInt;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;PTR;EmoCat;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;PTR;Beh;Clean it up and make sure that it was out of reach of the dog. ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Waving;AT;I look like an idiot. ;803;1;0;0;0;0;0;0;0;0;3;0;0;0
22445;Waving;P1;Yes, I would be concerned that others would also think I'm an idiot.  ;804;2;0;0;0;0;0;0;0;0;3;0;0;0
22445;Waving;DAT;It would mean that people didn't respect me. ;805;3;1;0;0;0;0;0;1;0;3;0;0;0
22445;Waving;DAT;They would walk all over me. It says that I care about what others think of me too much. ;806;4;0;0;0;0;0;0;0;0;3;0;0;0
22445;Waving;Scen;I waved across the street to an acquaintance and they didn't wave back. ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Waving;Im;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Waving;Emo;embarrassed ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Waving;EmoInt;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Waving;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22445;Waving;Beh;Just keep walking and try to forget about it. ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Essay;AT;I am useless and cannot come up with words to use.;807;1;0;3;3;0;0;0;0;0;0;0;0;0
22452;Essay;P1;It would mean I am an useless person.;808;2;0;0;3;0;0;0;0;0;0;0;0;0
22452;Essay;Scen;I am trying to write an essay but I just can't come up with the right words to use.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Essay;Im;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Essay;Emo;Impatient.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Essay;EmoInt;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Essay;EmoCat;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Essay;Beh;I would take a break.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;FA;AT;I am too busy for them to visit.;809;1;0;0;0;0;0;0;0;0;0;0;1;0
22452;FA;P1;It means I have too much to do.;810;2;0;0;0;0;2;0;0;0;0;0;0;0
22452;FA;Scen;I am too busy for my family to visit me.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;FA;Im;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;FA;Emo;busy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;FA;EmoInt;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;FA;EmoCat;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;FA;Beh;I would work less;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Fired;AT;I am not good enough to stay at my job.;811;1;0;3;0;0;0;0;0;0;0;0;0;0
22452;Fired;P1;Because it means I can't get a job and stay at it.;812;2;0;3;0;0;0;0;0;0;0;0;0;0
22452;Fired;Scen;I was fired from my job.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Fired;Im;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Fired;Emo;angry;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Fired;EmoInt;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Fired;EmoCat;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Fired;Beh;I would try to find another job;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;PTR;AT;She didn't like me anymore.;813;1;3;0;0;0;0;0;0;0;2;0;0;0
22452;PTR;P1;I'm a person that's unlikable.;814;2;3;0;0;0;0;0;0;0;0;0;0;0
22452;PTR;Scen;My girlfriend was ignoring me for a while.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;PTR;Im;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;PTR;Emo;angry;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;PTR;EmoInt;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;PTR;EmoCat;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;PTR;Beh;I would try to get her to talk to me.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Waving;AT;They didn't like me back;815;1;2;0;0;0;0;0;0;0;2;0;0;0
22452;Waving;P1;I'm an unlikable person.;816;2;3;0;0;0;0;0;0;0;0;0;0;0
22452;Waving;Scen;I waved to someone I liked and they didn't respond.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Waving;Im;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Waving;Emo;annoyed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Waving;EmoInt;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Waving;EmoCat;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22452;Waving;Beh;I would get angry.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;CB;AT;My boss thinks I am slacking.;817;1;0;0;0;0;0;0;0;0;3;0;0;0
24734;CB;P2;I could lose my job.;818;2;0;3;0;0;0;0;0;1;0;0;0;0
24734;CB;DAT;My family could become homeless.;819;3;3;1;0;0;0;0;0;0;0;0;0;0
24734;CB;DAT;I have failed my family.;820;4;3;0;0;0;0;0;0;0;0;0;0;0
24734;CB;Scen;The boss interrupts my break to get back to work.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;CB;Im;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;CB;Emo;nervous;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;CB;EmoInt;80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;CB;EmoCat;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;CB;Beh;I would get the hell back to work!;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Essay;AT;I am never going to finish this assay.;821;1;0;2;0;0;0;0;0;1;0;0;0;0
24734;Essay;P1;I am not just a terrible writer, I can't even write anything at all!;822;2;0;3;0;0;0;0;0;0;0;0;0;0
24734;Essay;DAT;Maybe I shouldn't be writing at all.;823;3;0;0;0;0;0;0;0;0;0;0;1;0
24734;Essay;Scen;I have writer's block;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Essay;Im;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Essay;Emo;frustrated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Essay;EmoInt;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Essay;EmoCat;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Essay;Beh;I would do something else for awhile and come back.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Lover;AT;I am not a good partner.;824;1;3;0;0;0;0;0;0;0;0;0;0;0
24734;Lover;P1;I am a worthless human being.;825;2;0;0;3;0;0;0;0;0;0;0;0;0
24734;Lover;DAT;He or she didn't want to be with me.;826;3;2;0;0;0;0;0;0;0;2;0;0;0
24734;Lover;DAT;Maybe I won't find anyone again.;827;4;3;0;0;0;0;0;0;1;0;0;0;0
24734;Lover;EmoInt;87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Lover;Scen;My significant other has left me.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Lover;Im;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Lover;Emo;depressed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Lover;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Lover;Beh;I would sulk for a long time.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Party;AT;This person is antisocial.;828;1;0;0;0;0;0;0;0;0;0;1;0;0
24734;Party;P1;That it's not my fault he or she doesn't want to talk.;829;2;0;0;0;0;0;0;0;0;2;0;0;0
24734;Party;DAT;There's nothing I can do about it.;830;3;0;0;0;0;3;0;0;0;0;0;0;0
24734;Party;Scen;I got the cold shoulder from someone at a party.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Party;Im;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Party;Emo;uneasiness;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Party;EmoInt;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Party;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;Party;Beh;I would find someone else to talk to and try and forget about it.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;PTR;AT;I am not a good project manager.;831;1;0;3;0;0;0;0;0;0;0;0;0;0
24734;PTR;P1;I can't do my job correctly.;832;2;0;3;0;0;0;0;0;0;0;0;0;0
24734;PTR;DAT;I might need to find another job.;833;3;0;3;0;0;0;0;0;0;0;0;0;0
24734;PTR;DAT;I am going to have to retrain myself.;834;4;0;2;0;0;0;0;0;0;0;0;0;0
24734;PTR;DAT;I am going to have to start all over.;835;5;0;0;0;0;0;0;0;0;0;1;0;0
24734;PTR;EmoCat;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;PTR;Scen;I did a poor job organizing a meeting, but it turned out to not be a big deal.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;PTR;Im;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;PTR;Emo;regret;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;PTR;EmoInt;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24734;PTR;Beh;I corrected the problem as soon as possible.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;CB;AT;I'm not doing what I am supposed to.;836;1;0;0;1;0;0;0;0;0;0;0;0;0
24999;CB;P2;That I am slacking off.;837;2;0;0;2;0;0;0;0;0;0;0;0;0
24999;CB;DAT;That I am not priotizing my time well.;838;3;0;1;0;0;0;0;0;0;0;0;0;0
24999;CB;DAT;That I need to change what I am doing.;839;4;0;2;2;0;0;0;0;0;0;0;0;0
24999;CB;Scen;I am taking a break at the coffee machine and my boss stop by to remind of unfinished work.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;CB;Im;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;CB;Emo;Embarressed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;CB;EmoInt;82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;CB;EmoCat;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;CB;Beh;I would finish my coffee break and return to work to avoid further embarressment.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;CW;AT;They don't like me.;840;1;1;0;0;0;0;0;0;0;2;0;0;0
24999;CW;P1;There is something I am doing wrong.;841;2;0;1;2;0;0;0;0;0;0;0;0;0
24999;CW;DAT;I need to find what I am doing wrong.;842;3;0;1;0;0;0;0;0;0;0;0;0;0
24999;CW;DAT;There is a solution to the situation I have to identify.;843;4;0;0;0;0;0;0;0;0;0;0;1;0
24999;CW;DAT;I need to improve.;844;5;0;2;3;0;0;0;0;0;0;0;0;0
24999;CW;Scen;I am having a friendly conversation with a coworker, and when I ask them if I they want to go out sometime, they say they are too busy these days.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;CW;Im;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;CW;Emo;Disappointed.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;CW;EmoInt;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;CW;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;CW;Beh;I am suggest far in the future in hopes it isn't my fault.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;Essay;AT;Why can't I do this?;845;1;0;3;0;0;0;0;0;0;0;0;0;0
24999;Essay;P1;It would mean I am doing something wrong.;846;2;0;0;1;0;0;0;0;0;0;0;0;0
24999;Essay;DAT;I am unable to idenfity why I can write this essay promptly.;847;3;0;0;0;0;0;1;0;0;0;0;0;0
24999;Essay;DAT;I would mean I am incompetent;848;4;0;3;0;0;0;0;0;0;0;0;0;0
24999;Essay;Scen;I've been trying to write an essay for 2 hours and haven't even cracked the surface.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;Essay;Im;72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;Essay;Emo;Frustrated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;Essay;EmoInt;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;Essay;EmoCat;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;Essay;Beh;Take a break and try again later.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;PTR;AT;She needs to stop discussing this.;849;1;0;0;0;0;0;0;0;0;0;1;0;0
24999;PTR;P1;I don't want everyone to know I messed up.;850;2;0;1;0;0;0;0;0;0;3;0;0;0
24999;PTR;DAT;I feel incompetent due to this situation.;851;3;0;3;0;0;0;0;0;0;0;0;0;0
24999;PTR;DAT;I'm not doing my job well enough to avoid this.;852;4;0;3;0;0;0;0;0;0;0;0;0;0
24999;PTR;Scen;While I was at work, my supervisor questioned my decision in a negative tone infront of my peers.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;PTR;Im;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;PTR;Emo;Anger;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;PTR;EmoInt;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;PTR;EmoCat;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;PTR;Beh;I would try to avoid making the same mistake twice.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;Waving;AT;Did he see me?;853;1;0;0;0;0;0;0;0;0;0;0;1;0
24999;Waving;P1;There is a chance he didn't see me.;854;2;0;0;0;0;0;0;0;0;0;0;1;0
24999;Waving;DAT;I am not terribly noticable.;855;3;0;0;3;0;0;0;0;0;0;0;0;0
24999;Waving;DAT;I blend into the background too much to be noticed.;856;4;0;0;3;0;0;0;0;0;1;0;0;0
24999;Waving;Scen;I am walking on the street and see an acquaintance from work. I wave at him but get no response.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;Waving;Im;80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;Waving;Emo;Embaressment.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;Waving;EmoInt;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;Waving;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24999;Waving;Beh;Just keep walking and not bring it up again.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;Dieting;AT;It is impossible for me to lose weight;857;1;0;0;0;3;1;0;0;1;0;0;0;0
25005;Dieting;P1;No matter how hard I try, I will never be able to lose weight. ;858;2;0;0;0;3;1;0;0;1;0;0;0;0
25005;Dieting;DAT;I have no control over my own life;859;3;0;0;0;0;3;0;0;0;0;0;0;0
25005;Dieting;Scen;I'm on a diet and have gained weight.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;Dieting;Im;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;Dieting;Emo;frustration;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;Dieting;EmoInt;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;Dieting;EmoCat;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;Dieting;Beh;Seek out a doctor or professional to help me figure out how to lose weight ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;FA;AT;My family will think I don't love or care about them. ;860;1;3;0;0;0;0;0;0;0;1;0;0;0
25005;FA;P1;Losing their support and love would create a hole in my life. ;861;2;3;0;0;0;0;0;0;0;0;0;0;0
25005;FA;Scen;I postponed a visit from my family and their feelings are hurt. ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;FA;Im;80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;FA;Emo;shame;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;FA;EmoInt;80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;FA;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;FA;Beh;apologize and find time to visit them;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;JA;AT;I will never get a job;862;1;0;3;0;0;0;0;0;2;0;0;0;0
25005;JA;P1;I am not good enough to get a good job.;863;2;0;3;0;0;0;0;0;0;0;0;0;0
25005;JA;DAT;I won't have money or to pay for bills or for things I want. ;864;3;0;3;0;0;0;0;0;0;0;0;0;0
25005;JA;DAT;I'll end up homeless and die on the street;865;4;0;3;0;0;0;0;0;1;0;0;0;0
25005;JA;Scen;I received a phone call informing me I did not get a job I applied for.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;JA;Im;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;JA;Emo;defeat;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;JA;EmoInt;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;JA;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;JA;Beh;apply for more positions ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;Party;AT;People may not like me because I'm not interesting.;866;1;1;0;3;0;0;0;0;0;1;0;0;0
25005;Party;P2;I can't make new friends;867;2;1;0;0;0;0;0;1;0;0;0;0;0
25005;Party;DAT;I become lonely ;868;3;3;0;0;0;0;0;0;0;0;0;0;0
25005;Party;Scen;I'm at a party where I don't know anyone other than the host ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;Party;Im;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25005;Party;Emo;awkward;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
